City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
447,Ventspils,LV,57.3894,21.5606,60.73,72,100,13.8,overcast clouds
448,Natal,BR,-5.795,-35.2094,75.42,88,75,8.05,broken clouds
449,Ponta Delgada,PT,37.7333,-25.6667,72.5,88,20,8.05,few clouds
450,Carutapera,BR,-1.195,-46.02,75.4,91,85,5.03,overcast clouds
451,Diamantino,BR,-14.4086,-56.4461,69.04,46,27,4.54,scattered clouds
452,Atkinson,US,42.8384,-71.147,67.51,83,0,4.61,clear sky
453,Hillsborough,US,37.5741,-122.3794,63.19,88,20,9.22,few clouds
454,Waingapu,ID,-9.6567,120.2641,84.27,52,41,17.85,scattered clouds
455,Pochutla,MX,15.7432,-96.4661,75.02,93,82,2.89,broken clouds
456,Kleive,NO,62.7954,7.6359,50.32,87,75,8.05,broken clouds
457,Todos Santos,MX,23.45,-110.2167,77.05,86,22,7.87,few clouds
458,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,67.78,72,75,13.42,light intensity shower rain
459,San Felipe,VE,10.3399,-68.7425,71.04,98,60,1.21,broken clouds
460,Tam Ky,VN,15.5667,108.4833,91.89,50,9,11.43,clear sky
461,Cahul,MD,45.9075,28.1944,81.66,43,5,3.27,clear sky
462,Ituango,CO,7.1712,-75.764,60.37,98,67,1.74,broken clouds
463,Pandan,PH,14.0453,124.1694,88.79,62,93,4.92,overcast clouds
464,Kargat,RU,55.1956,80.2811,83.8,40,55,3.91,broken clouds
465,Yashan,CN,22.1975,109.9419,94.73,50,37,5.1,scattered clouds
466,Sorland,NO,67.667,12.6934,51.66,79,100,23.76,overcast clouds
467,Sakaiminato,JP,35.55,133.2333,85.93,79,20,16.11,few clouds
468,Niamey,NE,13.5137,2.1098,79.09,61,0,10.36,clear sky
469,Nishihara,JP,26.1842,127.7558,89.26,72,75,13.8,broken clouds
470,Dakar,SN,14.6937,-17.4441,79.68,82,65,10.4,broken clouds
471,Comodoro Rivadavia,AR,-45.8667,-67.5,31.86,93,0,4.61,clear sky
472,Stawell,AU,-37.05,142.7667,54.1,74,100,11.23,overcast clouds
473,Acajutla,SV,13.5928,-89.8275,77.13,86,68,3.69,light rain
474,Manggar,ID,-2.8833,108.2667,84.04,66,100,10.36,overcast clouds
475,Hobyo,SO,5.3505,48.5268,80.73,66,77,23.17,broken clouds
476,Ahuimanu,US,21.4447,-157.8378,80.31,73,40,18.41,scattered clouds
477,Sibolga,ID,1.7427,98.7792,85.12,62,86,4.88,overcast clouds
478,Kruisfontein,ZA,-34.0033,24.7314,52.88,82,62,14.23,broken clouds
479,Mayo,US,38.8876,-76.5119,74.17,90,100,1.57,overcast clouds
480,Qasigiannguit,GL,68.8193,-51.1922,43.05,98,100,3.27,overcast clouds
481,Xichang,CN,27.8964,102.2634,82.76,54,72,3.15,broken clouds
482,Zemio,CF,5.0314,25.1361,68.5,97,100,2.46,overcast clouds
483,Tautira,PF,-17.7333,-149.15,75.88,80,67,13.4,moderate rain
484,Ugoofaaru,MV,5.6667,73.0,82.11,75,88,15.66,overcast clouds
485,Hovd,MN,48.0056,91.6419,70.3,29,3,11.3,clear sky
486,Galveston,US,29.3669,-94.9669,86.95,82,72,1.99,broken clouds
487,Karwar,IN,14.8,74.1333,82.24,72,76,4.52,broken clouds
488,Goma,CD,-1.6792,29.2228,69.89,58,51,2.04,broken clouds
489,Mahibadhoo,MV,3.7833,72.9667,81.99,76,67,14.9,broken clouds
490,Bangui,CF,4.3612,18.555,71.78,94,93,0.0,overcast clouds
491,Porto Santo,PT,33.072,-16.3415,70.18,78,40,12.66,scattered clouds
492,Windhoek,NA,-22.5594,17.0832,50.2,21,0,6.91,clear sky
493,Durban,ZA,-29.8579,31.0292,57.02,69,2,3.0,clear sky
494,Pochinok,RU,54.4068,32.4407,68.94,79,17,4.23,few clouds
495,Wajima,JP,37.4,136.9,84.88,74,75,4.61,broken clouds
496,Mackay,AU,-21.15,149.2,65.79,58,0,16.91,clear sky
497,Shirokiy,RU,49.758,129.523,86.63,61,53,4.68,broken clouds
498,Rudnogorsk,RU,57.2639,103.7519,69.89,48,85,7.0,overcast clouds
499,San Jose,US,37.3394,-121.895,65.79,79,20,8.05,smoke
500,Meaford,CA,44.6001,-80.583,59.25,71,15,6.67,few clouds
501,Sisimiut,GL,66.9395,-53.6735,40.86,92,88,3.65,overcast clouds
502,Watertown,US,42.3709,-71.1828,68.34,75,0,4.0,clear sky
503,Padang,ID,-0.9492,100.3543,77.05,63,67,5.86,broken clouds
504,Opuwo,NA,-18.0607,13.84,58.1,30,22,4.47,few clouds
505,Sungaipenuh,ID,-2.0833,101.3833,81.16,49,64,5.17,broken clouds
506,Benjamin Constant,BR,-4.3831,-70.0311,73.53,99,6,0.67,clear sky
507,Isangel,VU,-19.55,169.2667,75.74,86,72,10.49,broken clouds
508,Wonthaggi,AU,-38.6044,145.5913,55.81,88,93,11.86,overcast clouds
509,Ambanja,MG,-13.6833,48.45,73.33,57,30,1.48,scattered clouds
510,Merauke,ID,-8.4667,140.3333,80.17,72,75,18.34,broken clouds
511,Launceston,AU,-41.45,147.1667,56.34,72,40,10.36,light rain
512,Shingu,JP,33.7333,135.9833,85.03,75,66,7.23,broken clouds
513,Kovur,IN,14.4833,79.9833,92.23,49,52,7.85,broken clouds
514,Atbasar,KZ,51.8,68.3333,78.87,37,82,8.5,broken clouds
515,Port Hardy,CA,50.6996,-127.4199,62.78,88,20,3.44,few clouds
516,Los Llanos De Aridane,ES,28.6585,-17.9182,73.15,47,0,12.66,clear sky
517,Tiarei,PF,-17.5333,-149.3333,77.0,79,21,12.77,light rain
518,Vao,NC,-22.6667,167.4833,69.33,67,0,5.68,clear sky
519,Nakonde,ZM,-9.3421,32.745,59.95,68,35,9.08,scattered clouds
520,Mazatlan,MX,23.2167,-106.4167,85.01,85,100,3.0,overcast clouds
521,Maniitsoq,GL,65.4167,-52.9,41.07,90,85,10.6,overcast clouds
522,Atmakur,IN,15.8833,78.5833,86.07,63,73,3.67,broken clouds
523,Aksarka,RU,66.5606,67.7975,62.62,51,41,8.84,scattered clouds
524,Soure,BR,-0.7167,-48.5233,78.96,82,74,9.64,broken clouds
525,Kamennomostskiy,RU,44.2983,40.1856,69.91,76,38,0.83,scattered clouds
526,Muisne,EC,0.6,-80.0333,73.13,90,100,9.08,light rain
527,Sterling,US,39.0062,-77.4286,73.22,94,100,0.0,overcast clouds
528,Chiredzi,ZW,-21.05,31.6667,61.34,59,0,1.3,clear sky
529,Gwanda,ZW,-20.9333,29.0,57.45,64,0,3.13,clear sky
530,Tanggu,CN,39.0211,117.6469,85.96,67,35,11.21,scattered clouds
531,Tateyama,JP,34.9833,139.8667,81.7,85,26,16.64,scattered clouds
532,Leh,IN,34.1667,77.5833,67.55,46,100,1.32,overcast clouds
533,Kokoda,PG,-8.8785,147.7407,80.38,85,53,5.14,broken clouds
534,Taksimo,RU,56.3444,114.8794,66.13,95,100,6.04,moderate rain
535,Mangrul Pir,IN,20.3167,77.35,82.26,72,100,9.01,overcast clouds
536,Kenai,US,60.5544,-151.2583,57.29,73,0,6.91,clear sky
537,Srednekolymsk,RU,67.45,153.6833,59.02,34,49,14.34,scattered clouds
538,Bunia,CD,1.5667,30.25,69.75,74,92,3.2,light rain
539,Marzuq,YE,14.4,46.4667,83.39,44,100,10.65,overcast clouds
540,Namibe,AO,-15.1961,12.1522,65.34,63,2,3.71,clear sky
541,Gorontalo,ID,0.5412,123.0595,83.03,81,95,3.06,light rain
542,Samarai,PG,-10.6167,150.6667,79.95,82,53,13.04,broken clouds
543,Santa Maria Del Oro,MX,25.9333,-105.3667,66.34,75,99,1.95,overcast clouds
544,Kanth,IN,29.0667,78.6333,91.49,54,98,8.7,heavy intensity rain
545,Kismayo,SO,-0.3582,42.5454,77.67,65,66,16.42,broken clouds
546,Meiganga,CM,6.5167,14.3,65.66,98,100,4.25,overcast clouds
547,Ambon,ID,-3.6954,128.1814,80.74,78,75,8.05,broken clouds
548,Wanning,CN,18.8003,110.3967,89.28,65,53,7.29,broken clouds
549,Palana,RU,59.1167,159.9667,51.84,81,100,20.11,overcast clouds
550,Ampanihy,MG,-24.7,44.75,66.02,67,0,5.64,clear sky
551,Basco,PH,20.4487,121.9702,85.73,71,49,7.58,scattered clouds
552,Buala,SB,-8.145,159.5921,84.02,70,67,7.56,broken clouds
553,Hermiston,US,45.8404,-119.2895,90.68,37,0,4.61,clear sky
554,Davila,PH,18.4726,120.5763,89.58,72,54,7.56,broken clouds
555,Minas,UY,-34.3759,-55.2377,63.01,94,77,4.34,broken clouds
556,Morant Bay,JM,17.8815,-76.4093,80.22,86,87,10.87,overcast clouds
557,Joshimath,IN,30.5667,79.5667,72.55,96,98,4.29,overcast clouds
558,Dogondoutchi,NE,13.6393,4.0287,80.44,70,77,14.72,broken clouds
559,Zarya,RU,55.7553,38.0958,77.18,64,12,2.19,few clouds
560,Yakeshi,CN,49.2833,120.7333,81.86,52,91,6.53,overcast clouds
561,Sovetskiy,RU,61.3614,63.5842,67.08,42,96,5.12,overcast clouds
562,Saint Stephen,GB,50.3333,-4.9,57.47,77,40,3.44,scattered clouds
563,Sun Valley,US,39.5963,-119.776,84.88,23,75,10.36,smoke
564,Lamar,US,33.6668,-95.5836,86.65,61,0,6.91,clear sky
565,Abu Samrah,SY,35.3029,37.1841,83.91,31,0,6.58,clear sky
566,Senanga,ZM,-16.1167,23.2667,54.3,49,10,5.84,clear sky
567,Kosa,RU,59.9445,54.9977,64.35,48,59,5.37,broken clouds
568,Birjand,IR,32.8663,59.2211,93.67,16,29,0.0,haze
569,Wageningen,NL,51.9667,5.6667,58.86,93,100,2.3,overcast clouds
570,Dalnerechensk,RU,45.9339,133.7225,83.57,63,4,2.95,clear sky
571,Greencastle,US,39.6445,-86.8647,71.46,93,75,3.44,broken clouds
572,Celestun,MX,20.8667,-90.4,76.19,86,58,11.48,broken clouds
573,Santona,ES,43.4439,-3.4576,63.59,70,88,2.24,overcast clouds
574,Wawa,NG,9.9022,4.4192,73.29,92,97,6.96,overcast clouds
575,Praxedis Guerrero,MX,31.3667,-106.0167,78.49,54,72,8.97,broken clouds
576,Tekari,IN,24.9333,84.8333,89.82,41,74,4.72,broken clouds
577,Birecik,TR,37.0294,37.9903,88.81,22,0,10.36,clear sky
578,Roswell,US,34.0232,-84.3616,79.97,88,0,3.44,clear sky
579,Manutuke,NZ,-38.6833,177.9167,56.82,70,62,13.6,broken clouds
580,Coahuayana,MX,18.7333,-103.6833,76.96,85,100,3.85,overcast clouds
581,Iranshahr,IR,27.2025,60.6848,89.94,48,40,6.91,scattered clouds
582,Derzhavinsk,KZ,51.1,66.3167,80.24,40,21,15.84,few clouds
583,Shahreza,IR,32.0339,51.8794,90.27,21,90,4.81,overcast clouds
584,Goderich,CA,43.7501,-81.7165,62.91,77,22,4.61,few clouds
585,Esmeralda,CU,21.8525,-78.1169,77.72,91,88,10.29,overcast clouds
586,Mahanoro,MG,-19.9,48.8,69.58,73,2,2.75,clear sky
587,Collie,AU,-33.3667,116.15,61.81,63,88,3.74,overcast clouds
588,Acari,PE,-15.4311,-74.6158,61.99,80,64,2.86,broken clouds
589,Carahue,CL,-38.7,-73.1667,44.6,97,97,3.33,overcast clouds
590,Puerto Narino,CO,-3.7703,-70.3831,70.65,98,8,1.36,clear sky
591,Makokou,GA,0.5738,12.8642,68.72,95,86,3.15,overcast clouds
592,Datong,CN,40.0936,113.2914,66.43,79,100,6.38,light rain
593,Makat,KZ,47.6469,53.3463,87.28,30,28,9.75,scattered clouds
594,Seddon,AU,-37.8068,144.8916,61.09,75,75,12.66,broken clouds
595,Kathmandu,NP,27.7167,85.3167,79.02,69,75,2.3,broken clouds
596,Tchamba,TG,9.0333,1.4167,69.08,98,100,3.71,light rain
597,Rincon,US,32.296,-81.2354,83.86,78,0,5.75,clear sky
598,Itambacuri,BR,-18.0311,-41.685,60.1,97,24,2.04,few clouds
599,Bontang,ID,0.1333,117.5,84.74,70,83,3.98,broken clouds
600,Tazovskiy,RU,67.4667,78.7,54.79,68,30,6.06,scattered clouds
601,Aklavik,CA,68.2191,-135.0107,58.26,39,89,14.25,overcast clouds
602,Gallup,US,35.5281,-108.7426,64.24,85,100,6.91,overcast clouds
603,Apatou,GF,5.155,-54.3472,72.3,99,87,1.83,overcast clouds
604,Panacan,PH,9.2463,118.4082,86.05,70,65,11.74,broken clouds
605,Palm Coast,US,29.585,-81.2078,78.01,86,2,1.99,clear sky
606,Kushima,JP,31.4583,131.2333,83.97,78,11,9.64,few clouds
607,Bintulu,MY,3.1667,113.0333,84.61,74,40,5.01,scattered clouds
608,Imbituba,BR,-28.24,-48.6703,62.1,98,22,8.01,few clouds
609,Acarau,BR,-2.8856,-40.12,75.65,84,57,12.5,broken clouds
610,Tabuk,PH,17.4189,121.4443,88.07,70,98,4.72,overcast clouds
611,Severo-Yeniseyskiy,RU,60.3725,93.0408,53.08,94,100,8.23,light rain
612,Ucluelet,CA,48.9329,-125.5528,66.09,87,6,1.95,clear sky
613,Amga,RU,60.8953,131.9608,85.33,33,20,1.61,few clouds
614,Knysna,ZA,-34.0363,23.0471,57.06,84,99,7.47,overcast clouds
615,Bukachacha,RU,52.9833,116.9167,70.5,66,42,12.88,light rain
616,Qaqortoq,GL,60.7167,-46.0333,41.56,94,42,5.03,scattered clouds
617,Amalapuram,IN,16.5833,82.0167,90.45,58,95,5.53,overcast clouds
618,Salinopolis,BR,-0.6136,-47.3561,78.01,84,43,9.01,scattered clouds
619,Bugiri,UG,0.5714,33.7417,71.13,64,100,3.65,overcast clouds
620,Redding,US,40.5865,-122.3917,87.57,41,0,6.91,clear sky
621,Benguela,AO,-12.5763,13.4055,67.14,92,22,4.88,few clouds
622,La Brea,HN,15.8,-85.9667,75.15,94,99,2.44,overcast clouds
623,Vuktyl,RU,63.8567,57.3094,66.63,46,16,3.89,few clouds
624,Wilmington,US,34.2257,-77.9447,82.31,83,0,9.22,clear sky
625,Yarada,IN,17.65,83.2667,88.12,70,40,8.05,haze
626,Kununurra,AU,-15.7667,128.7333,85.98,23,3,12.66,clear sky
627,Alta Floresta,BR,-9.8756,-56.0861,68.61,54,53,4.03,broken clouds
628,Tarnogskiy Gorodok,RU,60.4997,43.5761,71.11,63,20,6.17,few clouds
629,Namatanai,PG,-3.6667,152.4333,83.95,66,33,10.36,scattered clouds
630,Odesskoye,RU,54.2111,72.9651,85.37,31,99,8.61,overcast clouds
631,Vardo,NO,70.3705,31.1107,62.58,94,75,21.85,broken clouds
632,Xam Nua,LA,20.4197,104.0439,93.88,32,2,1.72,clear sky
633,Quthing,LS,-30.4,27.7003,50.43,60,25,3.49,scattered clouds
634,Antanifotsy,MG,-19.65,47.3167,57.22,69,66,3.67,broken clouds
635,Bayonne,FR,43.3333,-1.4167,63.16,94,0,5.75,clear sky
636,Magadan,RU,59.5667,150.8,70.54,83,82,4.52,light rain
637,Beidao,CN,34.5686,105.8933,83.91,37,37,3.83,scattered clouds
638,Bosaso,SO,11.2842,49.1816,93.18,29,0,34.52,clear sky
639,Great Falls,US,47.5002,-111.3008,72.79,51,40,8.05,scattered clouds
640,Cairns,AU,-16.9167,145.7667,82.06,36,0,16.11,clear sky
641,Suntar,RU,62.1444,117.6319,94.66,31,1,6.8,clear sky
642,Lata,PT,40.1629,-8.3327,55.09,97,15,1.25,few clouds
643,Bayan,CN,46.0833,127.4,90.54,45,85,4.63,overcast clouds
644,Chebsara,RU,59.2002,38.8356,72.73,83,62,5.61,light rain
645,Vila,PT,42.0304,-8.1588,50.88,90,4,4.34,clear sky
646,Valday,RU,57.9747,33.2525,73.96,57,72,6.51,broken clouds
647,Fort Atkinson,US,42.9289,-88.8371,69.85,80,60,7.07,broken clouds
648,Mandalgovi,MN,45.7625,106.2708,68.67,34,11,10.2,few clouds
649,Jonesboro,US,35.8423,-90.7043,84.02,74,0,8.05,clear sky
650,Egvekinot,RU,66.3167,-179.1667,45.39,66,94,5.12,overcast clouds
651,Dzerzhinskoye,RU,56.8344,95.2283,69.98,47,82,11.41,broken clouds
652,Ogulin,HR,45.2661,15.2286,61.61,97,98,3.29,overcast clouds
653,Bandar-E Anzali,IR,37.4727,49.4622,77.11,80,74,4.09,light rain
654,Pyshchug,RU,58.8873,45.7134,70.7,56,44,4.56,scattered clouds
655,Puerto El Triunfo,SV,13.2833,-88.55,83.32,90,82,4.27,broken clouds
656,Meulaboh,ID,4.1363,96.1285,83.46,71,89,8.72,overcast clouds
657,Aurich,DE,53.4667,7.4833,57.94,91,40,3.44,scattered clouds
658,Simpang,ID,-1.2667,104.0833,89.67,55,80,5.64,broken clouds
659,College,US,64.8569,-147.8028,59.32,54,75,16.11,broken clouds
660,Ojinaga,MX,29.5667,-104.4167,86.95,45,40,4.61,scattered clouds
661,Nemuro,JP,43.3236,145.575,66.56,95,100,7.49,overcast clouds
662,Jalingo,NG,8.8833,11.3667,72.39,94,100,6.62,light rain
663,Ust-Kuyga,RU,70.0167,135.6,78.12,45,42,0.63,scattered clouds
664,Mount Pleasant,US,32.7941,-79.8626,82.99,87,0,6.91,clear sky
665,Chilca,PE,-12.5211,-76.7372,59.76,87,97,4.68,overcast clouds
666,Clarksville,US,36.5298,-87.3595,78.33,96,0,3.44,clear sky
667,Kieta,PG,-6.2167,155.6333,82.0,77,44,4.94,light rain
668,Pyu,MM,18.4833,96.4333,92.73,56,57,3.04,broken clouds
669,Randazzo,IT,37.8774,14.9501,77.04,32,0,2.64,clear sky
670,Buenos Aires,AR,-34.6132,-58.3772,64.98,96,75,10.36,light rain
671,Svetlogorsk,BY,52.6333,29.7333,69.55,68,100,6.58,overcast clouds
672,Hualmay,PE,-11.0964,-77.6139,60.96,86,76,9.69,broken clouds
